Quote Date,Solicitation #,Quote #,UPC Code,NSN,MFR NAME,MFR Address,City,State / Province,Country,Zip Code,"Product Type D - Domestic End Products | Q - Qualifying Country End Products | NQ - Non-Qualifying Country End Products | O - Other Foreign End Products | N - Free Trade Agreement Country End Products | C - Canadian End Products | DE - Designated Country End Product | ND - Non-Designated Country End Products",MFR Part Number,MFR Cage Code,SKU,Product Title,Product Description,*Quantity,Unit of Measure,WeightUnit,Vendor Wholesale Unit Price,Vendor Wholesale Total Price,Vendor Wholesale FAT UNIT PRICE,Total FAT COGS,Sub - Total FAT Contract Price,Total Quoted Unit Price,Sub - Total Contract Price,Grand Total Contract Price,Contract Profit
8/1/22 0:00,SPE4A622T12WG,SR - MORTON MANUFACTURING Q# 41360,N/A,5307-01-136-7472,MORTON MANUFACTURING,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,40676T61P01,2T498,5307011367472,STUD,STUD,5;620.00,EACH,0.05 POUNDS,8.19,"46,027.80",0,0,0,18.9,"106,218.00","106,218.00","60,190.20"
8/1/22 0:00,SPE8E522Q0597,SR - MSC DIRECT Q# 2627046,N/A,3431-00-086-1177,PROFAX DIVISION,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,13N14,67145,3431000861177,NOZZLE,NOZZLE,182,EACH,0.5 KG OR 1.10 POUNDS,16.12,"2,933.84",0,0,0,35.46,"6,453.72","6,453.72","3,519.88"
8/1/22 0:00,SPE8E922T3960,SR - MSC DIRECT Q#26275409 ,N/A,3439-01-324-8208,CHEMTRONICS,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,80-2-5,34605,3439013248208,DESOLDERING WICK,DESOLDERING WICK,756,EACH,0.1 POUND,2.1,"1,587.60",0,0,0,4.74,"3,583.44","3,583.44","1,995.84"
8/1/22 0:00,SPE7M122T582F,SR - ZORO Q#333203,N/A,4820-01-513-2749,DIXON VALVE,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,SSBV38,72661,4820015132749,VALVE,VALVE,115,EACH,5 POUNDS,31.02,"3,567.30",0,0,0,70.65,"8,124.75","8,124.75","4,557.45"
8/1/22 0:00,SPE7M322T008D,SR - OTC TOOLS Q# 10035003,N/A,4730-01-565-0290,BOSCH,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,18191A,45225,4730015650290,COUPLING,COUPLING ,154,EACH,5 POUNDS,34.08,"5,248.32",0,0,0,73.53,"11,323.62","11,323.62","6,075.30"
8/2/22 0:00,SPE4A622T13BP,SR - ADAPT FASTENERS INC.,N/A,5310-00-807-2268,ADAPT FASTENERS,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,NAS679C06MW,1V0G6,5310008072268,NUT; SELF-LOCKING,NUT; SELF-LOCKING,13;801.00,EACH,0.05 POUNDS,0.82,"11,316.82",0,0,0,1.73,"23,875.73","23,875.73","12,558.91"
8/2/22 0:00,SPE7M122T578E,SR - OTC TOOLS Q# 10035006,N/A,4310-01-235-5646,BOSCH,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,15120A,45225,4310012355646,VACUUM PUMP,VACUUM PUMP,22,EACH,5 POUNDS,861.14,"18,945.08",0,0,0,"1,815.97","39,951.34","39,951.34","21,006.26"
8/2/22 0:00,SPE7L522T5356,SR - OTC TOOLS Q#10035008,N/A,5120-01-528-6347,OSHKOSH,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,6KK953,45152,5120015286347,SOCKET,SOCKET,39,EACH,5 POUNDS,27.4,"1,068.60",0,0,0,59.67,"2,327.13","2,327.13","1,258.53"
8/2/22 0:00,SPE8E522T3946,SR - ZORO Q# 333293,N/A,3431-00-018-8155,PARKER TECHNOLOGY,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,57Y04,0A6F1,3431000188155,CAP,CAP,632,EACH,0.04 POUNDS,1.35,853.2,0,0,0,2.91,"1,839.12","1,839.12",985.92
8/2/22 0:00,SPE7L322T933B,SR - ORS NASCO Q#20692460-00,N/A,5330-01-588-5783,DIXON VALVE,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,250-G-BU,72661,5330015885783,GASKET,GASKET,3;187.00,EACH,5 POUNDS,1.07,"3,410.09",0,0,0,2.3,"7,330.10","7,330.10","3,920.01"
8/2/22 0:00,SPE7M522T548N,SR - ERICSON MANUFACTURING CO,N/A,5935-01-280-5452,ERICSON MANUFACTURING,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,1620-CW6P,82832,5935012805452,CONNECTOR,CONNECTOR,1;796.00,EACH,5 POUNDS,10.98,"19,720.08",0,0,0,22.72,"40,805.12","40,805.12","21,085.04"
8/3/22 0:00,SPE7L122U2472,SR - IBILOLA OGUN ,N/A,6130-01-587-1468,IBILOLA OGUN,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,CF-AA5713A2M,8R7H3,6130015871468,POWER SUPPLY,POWER SUPPLY,858,EACH,0.8 POUNDS,62.75,"53,839.50",0,0,0,129.27,"110,913.66","110,913.66","57,074.16"
8/3/22 0:00,SPE7M222T6318,SR - ZORO Q# 333578,N/A,4230-01-515-7696,HONEYWELL,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,32-000-455-0000,39SU9,4230015157696,EYE WASH,EYE WASH,2;074.00,EACH,2 POUNDS,14.8,"30,695.20",0,0,0,32.1,"66,575.40","66,575.40","35,880.20"
8/3/22 0:00,SPE7M522T566A,SR- HUGHES-PETERS Q#1058802,N/A,5985-01-558-4806,TE CONNECTIVITY CORP,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,D-621-0453,1CW50,5985015584806,DUMMY,DUMMY,387,EACH,5 POUNDS,146,"56,502.00",0,0,0,297.66,"115,194.42","115,194.42","58,692.42"
8/5/22 0:00,SPE7M322T000E,SR - MCMASTER SUPPLY Q# 278636,N/A,4730-01-506-4411,MCMASTER-CARR SUPPLY,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,4429K163,39428,4730015064411,ELBOW; PIPE,ELBOW; PIPE,237,EACH,5 POUNDS,12.43,"2,945.91",0,0,0,27.35,"6,481.95","6,481.95","3,536.04"
8/5/22 0:00,SPE7L322T955B,SR - PROP SHAFT SUPPLY INC Q#18709,N/A,2520-00-001-3531,FEDERAL STANDARD CORP,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,11678174,2R925,2520000013531,SHAFT; YOKE,SHAFT; YOKE,479,EACH,20 POUNDS,178.71,"85,602.09",0,0,0,376.67,"180,424.93","180,424.93","94,822.84"
8/5/22 0:00,SPE8ED22T1033,SR - MYERS CONTAINER ,N/A,8110-01-101-4055,MYERS CONTAINER,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,DLA8502,53JG6,8110011014055,DRUM,DRUM,100,EACH,60 POUNDS,170,"17,000.00",0,0,0,368.88,"36,888.00","36,888.00","19,888.00"
8/5/22 0:00,SPE7M222T6423,SR - METRO METAL PRODUCTS INC,N/A,5340-00-549-7060,METRO METAL PRODUCTS INC,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,640-HL-1,017R4,5340005497060,LATCH;RIM,LATCH; RIM,1;108.00,EACH,5 POUNDS,75,"83,100.00",0,0,0,152.16,"168,593.28","168,593.28","85,493.28"
8/5/22 0:00,SPE7M422T223K,SR - ZORO Q# 334254,N/A,4940-01-672-9541,3M COMPANY,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,16579,76381,4940016729541,SPRAY GUN,SPRAY GUN,141,EACH,5 POUNDS,236.93,"33,407.13",0,0,0,511.22,"72,082.02","72,082.02","38,674.89"
8/5/22 0:00,SPE7M222T6400,SR - ZORO Q# 334262,N/A,4820-00-664-6655,VICTOR EQUIPMENT,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,0781-3772/HVTS2537-580,63026,4820006646655,VALVE,VALVE,75,EACH,5 POUNDS,604.95,"45,371.25",0,0,0,"1,282.43","96,182.25","96,182.25","50,811.00"
8/8/22 0:00,SPE7M222T6068,SR- WIRE MASTERS Q# 2748553,N/A,9525-00-529-9196,MILITARY STANDARDS,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,MS20995NC51,96906,9525005299196,WIRE NONELECTRICAL,WIRE NONELECTRICAL,29,POUND,2 POUNDS,51.85,"1,503.65",0,0,0,114.47,"3,319.63","3,319.63","1,815.98"
8/8/22 0:00,SPE7M222T6433,SR - ORS NASCO Q#20703528-00,N/A,3431-00-018-8373,WELDCRAFT,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,53N20,64173,3431000188373,WRENCH COLLECT BODY,WRENCH COLLECT BODY,59,EACH,2 POUNDS,14.79,872.61,0,0,0,32.95,"1,944.05","1,944.05","1,071.44"
8/8/22 0:00,SPE7L122T472S,SR - WYATT SEAL,N/A,5331-01-182-5117,PARKER HANNIFIN,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,5-181 N756-75,2697,5331011825117,O-RING,O-RING,1;169.00,EACH,0.05 POUND,0.73,853.37,0,0,0,1.59,"1,858.71","1,858.71","1,005.34"
8/9/22 0:00,SPE7L522T5506,SR - ZORO Q#334531,N/A,3030-00-528-3786,CONTITECH USA INC,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,4L530,04NP0,3030005283786,V-BELT,V-BELT,150,EACH,1 POUND,9.88,"1,482.00",0,0,0,21.74,"3,261.00","3,261.00","1,779.00"
8/9/22 0:00,SPE7L322T956S,SR - MSC DIRECT Q# 26302660,N/A,3040-01-478-2032,REELCRAFT,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,602231,52173,3040014782032,SHAFT,SHAFT,100,EACH,5 POUNDS,30.35,"3,035.00",0,0,0,67.91,"6,791.00","6,791.00","3,756.00"
1/31/22 0:00,1109790_01,Destini Demming <ddemming@lablind.com>,N/A,7530-01-078-5649,Louisiana Association for the Blind,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,7530-01-078-5649,1PTG5,7530010785649,Recycled Copy Paper,Recycled Copy Paper,2;240.00,CASE,2 Pounds,88.25,"197,680.00",0,0,0,96.87,"216,988.80","216,988.80","19,308.80"
8/9/22 0:00,SPE7M422T185H,SR - GREENE RUBBER Q# 300136,N/A,5331-01-031-1344,PARKER HANNIFIN,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,2-024N0674-70,2697,5331010311344,O-RING,O-RING,1;936.00,EACH,0.01 POUND,0.19,367.84,0,0,0,0.45,871.2,871.2,503.36
8/10/22 0:00,SPE7M522T493H,SR - PLI MANUFACTURING LLC Q# 10968,N/A,5945-01-490-0095	,PHOENIX LOGISTICS LLC,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,30411,0SCJ7,5945014900095	,RELAY; ELECTRO,RELAY;ELECTRO,8,EACH,3 POUNDS,"3,702.07","29,616.56",0,0,0,"8,173.06","65,384.48","65,384.48","35,767.92"
8/10/22 0:00,SPE7M822T5652,SR - PARTS TOWN,N/A,5930-01-561-3661,BLODGETT,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,35918,7695,5930015613661,SWITCH; SENSITIVE,SWITCH; SENSITIVE,35,EACH,2 POUNDS,94,"3,290.00",0,0,0,200.21,"7,007.35","7,007.35","3,717.35"
8/10/22 0:00,SPE3SE22T1342,SR - PARTS TOWN,N/A,7310-01-583-1325,BLOGETT,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,51082,7695,7310015831325,RIGHT HAND,RIGHT HAND,30,EACH,2 POUNDS,69,"2,070.00",0,0,0,149.57,"4,487.10","4,487.10","2,417.10"
8/10/22 0:00,SPE7M822T5653,SR - PARTS TOWN,N/A,5930-01-561-3662,BLODGETT,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,35702,7695,5930015613662,SWITCH; SENSITIVE,SWITCH; SENSITIVE,66,EACH,2 POUNDS,172,"11,352.00",0,0,0,357.36,"23,585.76","23,585.76","12,233.76"
8/9/22 0:00,SPE7L322T975H,SR - ZORO Q# 334799,N/A,3010-01-241-3863,WW GRAINGER INC,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,4Z129,25795,3010012413863,GEARCASE-MOTOR,GEARCASE-MOTOR,2,EACH,138 POUNDS,477.25,954.5,0,0,0,"1,054.15","2,108.30","2,108.30","1,153.80"
8/10/22 0:00,SPE4A622T17FF,SR - STUART INDUSTRIES,N/A,5320-01-623-5439,HI-SHEAR CORPORATION,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,HL73DU-10,73197,5320016235439,COLLAR,COLLAR,883,EACH,2 POUNDS,35,"30,905.00",0,0,0,71.32,"62,975.56","62,975.56","32,070.56"
8/10/22 0:00,SPE4A622T10DL,SR - MCMASTER-CARR SUPPLY Q#291685,N/A,5305-01-493-2214,MCMASTER-CARR SUPPLY,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,92210A583,39428,5305014932214,SCREW; CAP,SCREW; CAP,71,PACK 100 EA,5 POUNDS,4.86,345.06,0,0,0,13.89,986.19,986.19,641.13
8/10/22 0:00,SPE7L322T964L,SR - ELECTRO-LINE INC,N/A,5340-01-267-6232,ESMET INC,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,NAK-4950,79931,5340012676232,TURNBUCKLE,TURNBUCKLE,261,ASSEMBLY,5 POUNDS,135.85,"35,456.85",0,0,0,298.56,"77,924.16","77,924.16","42,467.31"
8/12/22 0:00,SPE7L722T5168,SR - DATONA INDUSTRIES INC,N/A,6135-01-616-3510,PANASONIC CORP,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,BR1632A/FA,61058,6135016163510,BATTERY,BATTERY,205,EACH,00.6 OUNCES OR 0.04 POUNDS,2.95,604.75,0,0,0,7.4,"1,517.00","1,517.00",912.25
8/12/22 0:00,SPE7L722T5183,SR - MC MASTER-CARR Q#293081,N/A,6135-01-490-6173,PANASONIC CORP,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,CR3032,0J4G8,6135014906173,CELL; BATTERY,CELL; BATTERY,363,EACH,0.64 OUNCES OR 0.04 POUNDS,5.11,"1,854.93",0,0,0,13.34,"4,842.42","4,842.42","2,987.49"
8/12/22 0:00,SPE7M522T530Z,SR - COAXIAL SPECIALITIES LLC,N/A,5935-01-098-0657,DELTA ELECTRONICS,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,2001-128-N000,795,5935010980657,CONNECTOR; PLUG,CONNECTOR; PLUG,14,EACH,0.05 POUNDS,53.1,743.4,0,0,0,118.29,"1,656.06","1,656.06",912.66
8/12/22 0:00,SPE4A622T16BM,SR - CENTURY FASTENERS CORP,N/A,5310-00-239-0537,NATIONAL AEROSPACE,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,NAS1330A04K106,80205,5310002390537,NUT; PLAIN,NUT; PLAIN,292,EACH,0.05 POUNDS,1.49,435.08,0,0,0,3.81,"1,112.52","1,112.52",677.44
8/12/22 0:00,SPE8E922T3956,SR - ATF AEROSPACE LLC,N/A,1730-01237-4462,QRP INC,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,68D320046-1001             ,9094,1730012374462,PIN; WARNING,PIN; WARNING,247,EACH,130 POUNDS,44.65,"11,028.55",0,0,0,98.62,"24,359.14","24,359.14","13,330.59"
8/12/22 0:00,SPE7L722T5460,SR - TNR TECHNICAL INC Q# 22525,N/A,6140-01-543-5662,POWER-ONIC,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,PS-12180F,56309,6140015435662,BATTERY; STORAGE,BATTERY; STORAGE,19,EACH,12.6 POUNDS,45,855,0,0,0,130.9,"2,487.10","2,487.10","1,632.10"
8/12/22 0:00,SPE7M222T6222,SR - ZORO Q# 335078,N/A,7050-01-673-7058,PANASONIC,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,FZ-VNPG11U,61058,7050016737058,STYLUS,STYLUS,420,EACH,0.05 POUNDS,37.45,"15,729.00",0,0,0,82.72,"34,742.40","34,742.40","19,013.40"
8/12/22 0:00,SPE8E522T4222,SR - ZORO Q# 335381,N/A,4240-01-243-4201,MSA,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,815176,55799,4240012434201,FILTER; RESPIRATOR,FILTER; RESPIRATOR,517,BOX [10 EACH],2 POUNDS,119.04,"61,543.68",0,0,0,244.69,"126,504.73","126,504.73","64,961.05"
8/12/22 0:00,SPE8E822Q0178,SR - MCMASTER-CARR Q# 296110,N/A,4510-01-212-8334,MCMASTER-CARR,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,2963K3,39428,4510012128334,FAUCET,FAUCET,47,EACH,10 POUNDS,426.33,"20,037.51",0,0,0,945.94,"44,459.18","44,459.18","24,421.67"
8/12/22 0:00,SPE7L122T430U,SR - TNR TECHNICAL Q# 22536,N/A,6135-01-619-4423,ENERGIZER BATTERY,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,L91,7AZ22,6135016194423,BATTERY ASSEMBLY,BATTERY ASSEMBLY,445,EACH,0.5 OUNCE OR 0.03 POUNDS,1.45,645.25,0,0,0,3.67,"1,633.15","1,633.15",987.9
8/12/22 0:00,SPE7L722T5369,SR - STORTRONICS Q# 1006046,N/A,6140-01-441-8109,POWER SONIC,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,PS-12260 NB2,56309,6140014418109,BATTERY,BATTERY,20,EACH,10 POUNDS,67.6,"1,352.00",0,0,0,144.58,"2,891.60","2,891.60","1,539.60"
8/12/22 0:00,SPE7L722T5254,SR - DANTONA INDUSTRIES INC,N/A,6135-01-196-2134	,PANASONIC,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,BR2/3AT2SP,61058,6135011962134	,BATTERY,BATTERY,177,EACH,.05 OZ OR 0.0031 POUNDS,8.95,"1,584.15",0,0,0,20.13,"3,563.01","3,563.01","1,978.86"
8/12/22 0:00,SPE7L722T4926,SR - TNR TECHNICAL INC,N/A,6140-01-469-8866,ENERGSYS CORP,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,6V105,6CPD6,6140014698866,BATTERY,BATTERY,60,EACH,22KG OR 48 POUNDS,325.21,"19,512.60",0,0,0,718.68,"43,120.80","43,120.80","23,608.20"
8/12/22 0:00,SPE7M122T637J,SR - ZORO Q# 335558,N/A,4320-01-538-3859,FILL RITE INC,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,FR112,9030,4320015383859,PUMP,PUMP,63,EACH,5 POUNDS,231.2,"14,565.60",0,0,0,519.92,"32,754.96","32,754.96","18,189.36"
8/12/22 0:00,SPE7L722T5160,SR- DANTONA INDUSTRIES INC,N/A,6140-01-234-5119,SAFT FEDERAL SYSTEMS,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,TL-200/P,4J947,6140012345119,BATTERY,BATTERY,1;404.00,EACH,.1 OZ OR 0.006 POUNDS,8.95,"12,565.80",0,0,0,20.65,"28,992.60","28,992.60","16,426.80"
8/12/22 0:00,SPE8E622T2830,SR - ZORO Q# 335575,N/A,4210-01-393-4574,AMEREX CORP,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,862,54905,4210013934574,FIRE; BRACKET,FIRE; BRACKET,75,EACH,5 POUNDS,62.98,"4,723.50",0,0,0,148.63,"11,147.25","11,147.25","6,423.75"
8/15/22 0:00,SPE8E922T4173,SR - BROOKFIELD WIRE CO INC,N/A,9505-00-803-3044,BROOKFIELD WIRE CO INC,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,MS20995NC32,94129,9505008033044,WIRE,WIRE,475,SPOOL,15 POUNDS,156.41,"74,294.75",0,0,0,326.19,"154,940.25","154,940.25","80,645.50"
8/15/22 0:00,SPE7L722T5524,SR - GE Q#4000-0815221,N/A,6135-01-450-3781,GENERAL ELECTRIC,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,173349-01,35351,6135014503781,BATTERY,BATTERY,230,EACH,16.5 POUNDS,44.52,"10,239.60",0,0,0,113.92,"26,201.60","26,201.60","15,962.00"
8/15/22 0:00,SPE7M122T639D,SR - PARTS TOWN,N/A,6120-01-616-1887,BLODGETT,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,52946,7695,6120016161887,POWER SUPPLY,POWER SUPPLY,19,EACH,5 POUNDS,172,"3,268.00",0,0,0,383.35,"7,283.65","7,283.65","4,015.65"
8/15/22 0:00,SPE7M522T599N,SR - PARTS TOWN,N/A,5998-01-675-8768,BLODGETT,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,53487,7695,5998016758768,ELECTRONIC,ELECTRONIC,19,EACH,3 POUNDS,"2,170.00","41,230.00",0,0,0,"4,858.20","92,305.80","92,305.80","51,075.80"
8/15/22 0:00,SPE8E722T3244,SR - PARTS TOWN,N/A,6240-01-616-3334,BLODGETT,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,53101,7695,6240016163334,LMAP,LAMP,181,EACH,1 POUND,38,"6,878.00",0,0,0,85.07,"15,397.67","15,397.67","8,519.67"
8/15/22 0:00,SPE7M122T580P,SR - BALDOR ELECTRIC,N/A,6105-01-426-0566,BALDOR ELECTRIC,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,XM18322T,5472,6105014260566,MOTOR; ALTERNATING G,MOTOR; ALTERNATING G,13,EACH,30 POUNDS,"2,215.03","28,795.39",0,0,0,"5,003.31","65,043.03","65,043.03","36,247.64"
8/15/22 0:00,SPE4A622T18FS,SR - MCMASTER CARR Q# 300370,N/A,5305-01-582-1734,MCMASTER-CARR,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,90854A170,39428,5305015821734,SCREW;CAP,SCREW;CAP,825,EACH,0.95 POUNDS,0.02,16.5,0,0,0,1.66,"1,369.50","1,369.50","1,353.00"
8/15/22 0:00,SPE2DS22T085J,SR - MEDICAL WORLD,N/A,6515-01-525-7595,WELCH ALLYN,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,01692-200,05CJ3,6515015257595,THERMOMETER,THERMOMETER,10,EACH,2 POUNDS,435.2,"4,352.00",0,0,0,979.2,"9,792.00","9,792.00","5,440.00"
8/15/22 0:00,SPE7M122T583A,SR - CONTROLLER SERVICE Q#1288485,N/A,5950-01-526-2200,ABB MOTOR,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,A30-30-10-84,32353,5950015262200,COIL,COIL,23,EACH,5 POUNDS,83.13,"1,911.99",0,0,0,208.56,"4,796.88","4,796.88","2,884.89"
8/16/22 0:00,SPE2DS22T092V,SR - MEDICAL WORLD,N/A,6515-01-039-0164,WELCH ALLYN,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,5085-09,05CJ3,6515010390164,CASE;SPHYGMO,CASE.SPHYGMO,8,EACH,0.33 POUNDS,19.84,158.72,0,0,0,54.73,437.84,437.84,279.12
8/16/22 0:00,SPE7M522T599E,SR - CONTROLLER SERVICE Q# 1288484,N/A,5925-01-680-9488,ABB MOTORS,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,SU203-K60,32353,5925016809488,CIRCUIT BREAKER,CIRCUIT BREAKER,9,EACH,2 POUNDS,111.87,"1,006.83",0,0,0,263.88,"2,374.92","2,374.92","1,368.09"
8/16/22 0:00,SPE8E522T4228,SR - ORS NASCO,N/A,4240-01-495-3413,MSA,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,815186,55799,4240014953413,CARTRIDGE,CARTRIDGE,185,PACK OF 6 EA,2 POUNDS,93.85,"17,362.25",0,0,0,235.45,"43,558.25","43,558.25","26,196.00"
1/31/22 0:00,N00104-22-Q-EC70,Jay Burrell <JBurrell@tri-industries.org>,N/A,7045-01-650-2972,HEWLETT-PACKARD,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,CF410X,28480,7045016502972,CARTRIDGE;TONER,CARTRIDGE;TONER,250,EACH,1 Pound,55.51,"13,877.50",0,0,0,70.93,"17,732.50","17,732.50","3,855.00"
8/15/22 0:00,SPE4A622T16VN,SR - ABB MOTORS,N/A,3110-01-064-2429,ABB MOTORS,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,416821-53GE,54ZA4,3110010642429,BEARING; BALL,BEARING; BALL,16,EACH,5 POUNDS,213.41,"3,414.56",0,0,0,503.39,"8,054.24","8,054.24","4,639.68"
8/15/22 0:00,SPE2DS22T080K,SR - CONCORDANCE HEALTHCARE SOLUTIONS,N/A,6515-01-372-8819,WELCH ALLYN,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,11710,05CJ3,6515013728819,HEAD,HEAD,1,EACH,2 POUNDS,"1,038.94","1,038.94",0,0,0,"2,450.65","2,450.65","2,450.65","1,411.71"
